station_id,demand_id,route_energy_fraction,route_distance_km,straight_distance_km,detour_ratio,demand_name,demand_category,demand_latitude,demand_longitude,station_name,station_category,station_latitude,station_longitude,scenario,wind_speed_mps,wind_flow_bearing_deg,total_energy_fraction,battery_reserve_after_mission_fraction,unserved_reason
facility_2442,facility_49,0.5324144192457333,5.904001480744767,5.904001480744767,1.0,کلینیک,clinic,35.7864944,51.4869653,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.5724144192457333,0.42758558075426667,
facility_1846,facility_491,0.0967812331410338,1.073217634831266,1.073217634831266,1.0,مرکز بهداشت سمرقندی,clinic,35.7487544,51.5245633,Turan Hearing Aid Center,hospital,35.7417034,51.5326919,CALM,0.0,,0.1367812331410338,0.8632187668589661,
facility_2578,facility_492,0.2098070949463008,2.3265737261371973,2.3265737261371973,1.0,مرکز بهداشت سردار جنگل,clinic,35.7646155,51.3257311,بیمارستان سلامت فردا,hospital,35.74368823718312,51.327500297168406,CALM,0.0,,0.2498070949463008,0.7501929050536992,
facility_2513,facility_493,0.36109894059272224,4.004265479840089,4.004265479840089,1.0,مرکز بهداشت شهید آیت,clinic,35.6393505,51.3698631,درمانگاه شبانه‌روزی یاس,hospital,35.63380147765345,51.413563736577125,CALM,0.0,,0.4010989405927222,0.5989010594072778,
facility_2513,facility_501,0.39273285138091657,4.355057361847789,4.355057361847789,1.0,درمانگاه شهدای شهر ری,clinic,35.6055038,51.4469045,درمانگاه شبانه‌روزی یاس,hospital,35.63380147765345,51.413563736577125,CALM,0.0,,0.43273285138091655,0.5672671486190835,
facility_1846,facility_502,0.19556836440352307,2.1686788923955036,2.1686788923955036,1.0,مرکز بهداشت هنگام,clinic,35.7494016,51.5106442,Turan Hearing Aid Center,hospital,35.7417034,51.5326919,CALM,0.0,,0.23556836440352308,0.7644316355964769,
facility_1846,facility_503,0.1875079196002592,2.0792957421018845,2.0792957421018845,1.0,مرکز بهداشت امام حسن مجتبی,clinic,35.7432546,51.5556084,Turan Hearing Aid Center,hospital,35.7417034,51.5326919,CALM,0.0,,0.2275079196002592,0.7724920803997408,
facility_2442,facility_504,0.2869859353936586,3.1824182934742344,3.1824182934742344,1.0,کلینیک الزهرا,clinic,35.7655757,51.3908599,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.32698593539365856,0.6730140646063414,
facility_2513,facility_505,0.43303035121768274,4.801920726374305,4.801920726374305,1.0,مرکز بهداشت آفرینش,clinic,35.6370684,51.4664476,درمانگاه شبانه‌روزی یاس,hospital,35.63380147765345,51.413563736577125,CALM,0.0,,0.4730303512176827,0.5269696487823172,
facility_2578,facility_509,0.33196398186912934,3.6811847494398506,3.6811847494398506,1.0,مرکز بهداشت شهر زیبا,clinic,35.7490426,51.2873198,بیمارستان سلامت فردا,hospital,35.74368823718312,51.327500297168406,CALM,0.0,,0.3719639818691293,0.6280360181308706,
