name,amenity,healthcare,facility_category,is_demand_point,is_candidate_station,latitude,longitude
مرکز درمانی دارالشفاء امام حسن مجتبی(ع),clinic,clinic,clinic,True,False,35.6852967,51.4541419
مطب دکتر شفیع زاده,doctors,doctor,doctors,True,False,35.6985188,51.3809752
درمانگاه شهید فلاحی,clinic,clinic,clinic,True,False,35.7847134,51.5027743
درمانگاه شبانه روزی گرگان,clinic,clinic,clinic,True,False,35.705441,51.4439145
پلی کلینیک تخصصی جشنواره,clinic,clinic,clinic,True,False,35.7294441,51.5472681
مطب دکتر فارسی,doctors,doctor,doctors,True,False,35.7584329,51.4532798
درمانگاه امیرکبیر,clinic,clinic,clinic,True,False,35.6617333,51.3437569
درمانگاه شبانه‌روزی مشیری,clinic,clinic,clinic,True,False,35.6683568,51.3468576
درمانگاه ازگل,clinic,clinic,clinic,True,False,35.7961139,51.4961524
مرکز تصویربرداری پزشکی نماطب,clinic,clinic,clinic,True,False,35.7042035,51.4392284
آزمایشگاه تشخیص طبی یونسی,,laboratory,laboratory,True,False,35.7118978,51.4504791
آزمایشگاه تشخیص طبی تک,,laboratory,laboratory,True,False,35.7056554,51.4442209
مرکز تصویربرداری پزشکی ملاصدرا MRI,clinic,clinic,clinic,True,False,35.7532647,51.3964376
درمانگاه نور,clinic,clinic,clinic,True,False,35.5903596,51.4350716
درمانگاه ایلیاد,clinic,clinic,clinic,True,False,35.7596124,51.3028471
درمانگاه خیریه شهدای مسجد جامع غدیر خم,clinic,clinic,clinic,True,False,35.7573442,51.4575593
آزمایشگاه تشخیص پزشکی دکتر فلاح,,laboratory,laboratory,True,False,35.6613018,51.4858747
مرکز تصویربرداری پزشکی حقیقت,doctors,doctor,doctors,True,False,35.7299883,51.4955341
داروخانه دکتر مفیدی,clinic,clinic,clinic,True,False,35.7474762,51.2634177
درمانگاه شبانه روزی الزهرا,clinic,,clinic,True,False,35.7234622,51.3103267
درمانگاه خیریه حضرت ولیعصر(عج),clinic,clinic,clinic,True,False,35.6837091,51.4311174
آزمایشگاه تشخیص طبی مهرآگین,,laboratory,laboratory,True,False,35.7450518,51.5162507
درمانگاه شبانه‌روزی حضرت ابوالفضل,clinic,clinic,clinic,True,False,35.7048378,51.487854
آزمایشگاه مسعود,,laboratory,laboratory,True,False,35.7627496,51.4123269
درمانگاه شبانه‌روزی دولت,clinic,clinic,clinic,True,False,35.7804138,51.4630707
درمانگاه مرزداران,clinic,clinic,clinic,True,False,35.7341808,51.3550407
تراب,clinic,clinic,clinic,True,False,35.7795331,51.4482507
درمانگاه شوکت,clinic,clinic,clinic,True,False,35.7473483,51.5021596
آزمایشگاه تشخیص طبی دکتر محرابیان,,laboratory,laboratory,True,False,35.7498973,51.5443573
مرکز بهداشتی و درمانی شهرداری تهران,clinic,clinic,clinic,True,False,35.7135296,51.487806
کلینیک طب سوزنی,clinic,clinic,clinic,True,False,35.7056768,51.4402153
درمانگاه شاهد,clinic,clinic,clinic,True,False,35.7339876,51.5390586
ساختمان پزشکان سینا,clinic,clinic,clinic,True,False,35.7416841,51.546967
درمانگاه ایرانپارس,clinic,clinic,clinic,True,False,35.7673953,51.3094619
درمانگاه فرهنگیان,clinic,clinic,clinic,True,False,35.712956,51.4895529
مطب دکتر محمد کمالی,doctors,doctor,doctors,True,False,35.7402559,51.338697
unnamed,clinic,clinic,clinic,True,False,35.7378871,51.2859707
کلینیک فوق تخصصی چشم پزشکی نور,clinic,clinic,clinic,True,False,35.7237573,51.4384316
کلینیک اسرا طب سنتی,clinic,clinic,clinic,True,False,35.7163157,51.4907647
مرکز بهداشت شرکت ارتباطات زیرساخت,clinic,clinic,clinic,True,False,35.7056453,51.3979621
دکتر گیتی الیاسی,doctors,doctor,doctors,True,False,35.7110315,51.3157479
درمانگاه تخصصی شهرداری منطقه ۸,clinic,clinic,clinic,True,False,35.7252862,51.5020768
کلینیک نسیم قیطریه,clinic,clinic,clinic,True,False,35.7923,51.4529144
کلینیک تخصصی شبانه روزی ندا,clinic,,clinic,True,False,35.7973568,51.4573878
درمانگاه خیریه,clinic,,clinic,True,False,35.7191727,51.4721931
مرکز بهداشت شهید دکمه چی,clinic,,clinic,True,False,35.7341423,51.4741091
کلینیک پوست دکتر دولتى,clinic,,clinic,True,False,35.7619289,51.4126116
کلینیک پوست به‌سیما,clinic,clinic,clinic,True,False,35.7492073,51.4108098
مطب دکتر ناطقیان,doctors,doctor,doctors,True,False,35.7527628,51.4490184
کلینیک,clinic,clinic,clinic,True,False,35.7864944,51.4869653
درمانگاه پارتیان,clinic,clinic,clinic,True,False,35.7392684,51.4698598
دکتر مجتبی کلینی جراح زیبایی,doctors,doctor,doctors,True,False,35.7444093,51.4115326
مطب دکتر پارسا,doctors,doctor,doctors,True,False,35.770495,51.4400062
کیلینیک تخصصی تصویربرداری دلیری,clinic,clinic,clinic,True,False,35.6574773,51.372674
کلینیک تصویربرداری گامانایف,clinic,clinic,clinic,True,False,35.7671947,51.4255189
مطب خانم دکتر توکلی,doctors,doctor,doctors,True,False,35.7680181,51.4415913
آزمایشگاه هاشمی نژاد,,laboratory,laboratory,True,False,35.6666409,51.3662636
کیلینیک تخصصی اطفال پگاه,clinic,clinic,clinic,True,False,35.7437132,51.4584503
درمانگاه خانواده,clinic,clinic,clinic,True,False,35.6769213,51.327891
درمانگاه,clinic,clinic,clinic,True,False,35.7563219,51.3768393
آزمایشگاه پاتوبیولوژی مرکزی,,laboratory,laboratory,True,False,35.7977808,51.4184429
درمانگاه اباصالح ع,clinic,,clinic,True,False,35.7895742,51.4190029
پلی کلینیک تخصصی موسسه رفاهی کشتیرانی,clinic,clinic,clinic,True,False,35.7700608,51.4926527
ساختمان پزشکان,clinic,clinic,clinic,True,False,35.7374215,51.3765436
درمانگاه شبانه روزی گلستان غرب,clinic,clinic,clinic,True,False,35.7497635,51.2414992
حامد محمد قهری,doctors,doctor,doctors,True,False,35.7790877,51.4631243
درمانگاه خیریه ولیعصر(ارشاد),clinic,clinic,clinic,True,False,35.6019747,51.427069
درمانگاه دکتر ایرانزاد,clinic,clinic,clinic,True,False,35.7002855,51.3683891
مطب دکتر بهار محجوبی,doctors,doctor,doctors,True,False,35.7285404,51.4352524
دکتر نبوی فوق تخصص آلرژی کودکان,doctors,doctor,doctors,True,False,35.7797316,51.4493874
پاتوبیولوژی نصرت,clinic,,clinic,True,False,35.7063989,51.3648739
کلینیک سید الشهدا,clinic,clinic,clinic,True,False,35.6557356,51.35354
کلینیک امام رضا,clinic,clinic,clinic,True,False,35.6555559,51.3538284
درمانگاه رئوف,clinic,clinic,clinic,True,False,35.7745606,51.4338977
مرکز روماتیسم ایران,clinic,clinic,clinic,True,False,35.7186411,51.3898664
رادیولوژی و سونوگرافی بزرگمهر,doctors,doctor,doctors,True,False,35.7036552,51.4046207
درمانگاه بهاران,clinic,clinic,clinic,True,False,35.6504544,51.3562798
مرکز خدمات پزشکی شهرک شهید باقری,clinic,clinic,clinic,True,False,35.7611605,51.2058682
unnamed,clinic,clinic,clinic,True,False,35.76849,51.291753
رادیولوژی طوس,doctors,doctor,doctors,True,False,35.7113416,51.3159634
آزمایشگاه پاتوبیولوژی پژوهش,,laboratory,laboratory,True,False,35.7077595,51.3059735
مرکز خدمات جامع سلامت شهید غفاری,clinic,clinic,clinic,True,False,35.707757,51.306238
مرکز اهدای خون,,blood_donation,blood_donation,False,True,35.7234,51.3347326
ساختمان پزشکان سبز,clinic,clinic,clinic,True,False,35.7214278,51.3465533
کیش طب آریا /تن آور,clinic,clinic,clinic,True,False,35.7705886,51.4399076
درمانگاه شبانه‌روزی اسفند,clinic,clinic,clinic,True,False,35.7004988,51.3906119
مطب دکتر سهراب هاشمى فشارکى,doctors,doctor,doctors,True,False,35.7800155,51.4492664
آزمایشگاه پیشرفته,,laboratory,laboratory,True,False,35.6576189,51.3611572
دارالشفا قائم,clinic,,clinic,True,False,35.8048757,51.4398969
مرکز سی تی اسکن کامرانی,clinic,clinic,clinic,True,False,35.7005725,51.3902619
آزمایشگاه دکتر نظری,,laboratory,laboratory,True,False,35.7254679,51.5243617
آزمایشگاه نارمک,,laboratory,laboratory,True,False,35.7287748,51.4941788
مرکز اهدای خون شهدای چیذر,,blood_donation,blood_donation,False,True,35.7975498,51.4567779
درمانگاه شهرداری منطقه ۱۷,clinic,clinic,clinic,True,False,35.6564587,51.3642435
پایگاه سلامت شهید صفرپور,clinic,clinic,clinic,True,False,35.7530491,51.2195866
درمانگاه افرا,clinic,clinic,clinic,True,False,35.6581232,51.3581127
دکتر حامد عباسی,doctors,doctor,doctors,True,False,35.8048619,51.4217257
صبا,clinic,clinic,clinic,True,False,35.6562412,51.3533501
درمانگاه ابوریحان,clinic,clinic,clinic,True,False,35.6995742,51.4022672
کاشت مو ایران نوین,clinic,clinic,clinic,True,False,35.7868693,51.3506788
درمانگاه شبانه روزی ساج,clinic,clinic,clinic,True,False,35.7849008,51.3613315
unnamed,clinic,clinic,clinic,True,False,35.7235184,51.4352105
unnamed,clinic,clinic,clinic,True,False,35.7251761,51.4354727
دکتر کوهستانی,doctors,doctor,doctors,True,False,35.7701583,51.3613338
آزمایشگاه دکتر ریاضی,,laboratory,laboratory,True,False,35.7263279,51.3225103
قضاوی,doctors,doctor,doctors,True,False,35.806854,51.4676503
دکتر مالک اطمینان راد متخصص ستون فقرات,doctors,,doctors,True,False,35.7211539,51.3915216
unnamed,doctors,doctor,doctors,True,False,35.7246328,51.4377742
unnamed,,clinic,clinic,True,False,35.6979222,51.3406476
درمانگاه سرسبز,clinic,clinic,clinic,True,False,35.7354138,51.4955203
کلینیک پزشکان سبلان,clinic,clinic,clinic,True,False,35.7258986,51.4596324
دکتر رزاقی,doctors,doctor,doctors,True,False,35.80627,51.4411202
انجمن دندانپزشکان عمومی ایران,doctors,,doctors,True,False,35.7793917,51.4212408
دکتر چناری,doctors,doctor,doctors,True,False,35.7314102,51.3508291
مطب دکتر فرزانه,doctors,doctor,doctors,True,False,35.7506357,51.4086453
دکتر سهیلا عارفی,doctors,doctor,doctors,True,False,35.7769338,51.3543045
دکتر مکبری نژاد,doctors,doctor,doctors,True,False,35.797532,51.4366166
ساختمان پزشکان کاوه,clinic,clinic,clinic,True,False,35.780236,51.4491389
آزمایشگاه فراز,,laboratory,laboratory,True,False,35.7283552,51.5137706
ساختمان پزشکان صبا,clinic,clinic,clinic,True,False,35.6573992,51.3639239
آزمایشگاه دکتر جوادی,,laboratory,laboratory,True,False,35.6573917,51.364081
ساختمان پزشکان,doctors,doctor,doctors,True,False,35.6572375,51.3658002
مطب دکتر مظاهری,doctors,doctor,doctors,True,False,35.6572864,51.3653296
کلینیک ترک اعتیاد پردیس,clinic,clinic,clinic,True,False,35.6573359,51.3646126
رادیولوژی فلاح,doctors,doctor,doctors,True,False,35.6573862,51.3641602
آزمایشگاه بهنیا,,laboratory,laboratory,True,False,35.6570759,51.367056
ساختمان شماره ۳ بیمارستان,hospital,hospital,hospital,True,True,35.640617,51.4204254
دکتر راحله امانی,doctors,doctor,doctors,True,False,35.7738327,51.3762782
دکتر مهسا قربانی,doctors,doctor,doctors,True,False,35.7503106,51.4102685
درمانگاه هاشمی,clinic,clinic,clinic,True,False,35.6918119,51.3510205
مرکز جراحی محدود گاندی,clinic,clinic,clinic,True,False,35.7567068,51.4133668
unnamed,clinic,clinic,clinic,True,False,35.672278,51.4197943
پایگاه سلامت جامعه زهرا همایون نامجو,clinic,clinic,clinic,True,False,35.7076664,51.4467109
مرکز اهدای خون وصال,,blood_donation,blood_donation,False,True,35.7060269,51.3988835
کلینیک کار درمانی صالحی,clinic,clinic,clinic,True,False,35.7077906,51.3873493
مطب دکتر خدائیانی,doctors,doctor,doctors,True,False,35.7604104,51.4283268
نصیری,doctors,doctor,doctors,True,False,35.7688571,51.3708374
درمانگاه دروس,clinic,clinic,clinic,True,False,35.7675676,51.4496359
مرکز توانبخشی ارمغان عصر,clinic,clinic,clinic,True,False,35.7468783,51.4126691
درمانگاه شبانه روزی الزهرا,clinic,clinic,clinic,True,False,35.7398718,51.5955745
مطب دکتر تقوى,doctors,doctor,doctors,True,False,35.7719957,51.4408716
آزمایشگاه تشخیص پزشکی کاخ,,laboratory,laboratory,True,False,35.7094976,51.4041978
درمانگاه مهزیار,clinic,clinic,clinic,True,False,35.6563352,51.3868483
آزمایشگاه تشخیص طبی جواد,,laboratory,laboratory,True,False,35.6558827,51.3871816
بهبود,clinic,clinic,clinic,True,False,35.7292904,51.4271573
کلینیک گلریز,clinic,clinic,clinic,True,False,35.7332448,51.4064096
۳۴۴ clinic,clinic,clinic,clinic,True,False,35.7236966,51.4171623
مطب دکتر کشکولی,doctors,doctor,doctors,True,False,35.752491,51.3972619
آزمایشگاه پاتوبیولوژی آزادی,,laboratory,laboratory,True,False,35.7003321,51.3749988
مرکز جراحی و پلی کلینیک تخصصی ماد,clinic,clinic,clinic,True,False,35.7732109,51.3658294
عينک شالچی,clinic,clinic,clinic,True,False,35.7015752,51.4301766
ساختمان پزشکان ۲۰۰,clinic,clinic,clinic,True,False,35.7261546,51.4184368
دکتر ناصر سیگاری طب سوزنی,doctors,,doctors,True,False,35.7602223,51.4101898
بیمارستان نهاد ریاست جمهوری,clinic,clinic,clinic,True,False,35.7101824,51.4008342
درمانگاه یادگار,clinic,clinic,clinic,True,False,35.6985467,51.3556031
دکتر معظمی,doctors,doctor,doctors,True,False,35.7583484,51.410928
unnamed,,clinic,clinic,True,False,35.7965948,51.429244
رادیولوژی و سونوگرافی یاسین,doctors,doctor,doctors,True,False,35.6533639,51.4987045
درمانگاه ۱۳ آبان,clinic,clinic,clinic,True,False,35.6399367,51.4111283
درمانگاه شبانه روزی حیان,clinic,clinic,clinic,True,False,35.756358,51.28931
درمانگاه شبانه روزی صدر,clinic,clinic,clinic,True,False,35.763346,51.2905259
مجتمع پزشکان سلسبیل,clinic,clinic,clinic,True,False,35.6857042,51.3768593
درمانگاه اکبر آباد,clinic,clinic,clinic,True,False,35.6791797,51.3772466
کلینیک دیابت ثمین,clinic,clinic,clinic,True,False,35.7994558,51.4035064
درمانگاه شبانه روزی دندانپزشکی الغدیر,clinic,clinic,clinic,True,False,35.6872941,51.3691566
آزمایشگاه,,laboratory,laboratory,True,False,35.7011873,51.4104405
درمانگاه دکتر صفدریان,clinic,clinic,clinic,True,False,35.7305871,51.480897
آزمایشگاه پزشکی,,laboratory,laboratory,True,False,35.6620327,51.4451367
طب سنتی دکتر پرما,doctors,doctor,doctors,True,False,35.7638965,51.4750673
دکتر نفیسه کاشانی زاده,doctors,doctor,doctors,True,False,35.70313,51.4028201
دکتر رضا عرفانیان سلیم,doctors,doctor,doctors,True,False,35.7642904,51.4201091
آزمایشگاه پزشکی,,laboratory,laboratory,True,False,35.7091389,51.4063969
مرکز اهداء خون,,blood_donation,blood_donation,False,True,35.7110248,51.40584
آزمایشگاه پزشکی ناجا,,laboratory,laboratory,True,False,35.6999007,51.3926964
پایگاه سلامت شهید شمیرانی,clinic,clinic,clinic,True,False,35.7055933,51.449003
درمانگاه مجیدیه,clinic,clinic,clinic,True,False,35.7345487,51.4624641
گروه پزشکی تخصصی غرب,clinic,clinic,clinic,True,False,35.6918629,51.3700485
حکیم,doctors,doctor,doctors,True,False,35.7059675,51.4303857
ساختمان پزشکان مهرداد,clinic,clinic,clinic,True,False,35.7250504,51.4258853
کلینیک ویژه بیمارستان شریعتی,clinic,clinic,clinic,True,False,35.722021,51.389346
کلینیک ارتوپدی پارت ارم,clinic,clinic,clinic,True,False,35.71121,51.4145661
مطب دکتر علی پناه خلج متخصص کودکان,doctors,doctor,doctors,True,False,35.6572164,51.365549
دکتر سارا میرزنده دل,doctors,,doctors,True,False,35.7197676,51.3359315
مرکز خدمات مشاوره ای جوان,clinic,clinic,clinic,True,False,35.7345286,51.4873718
دکتر پریسا عبدلی,doctors,doctor,doctors,True,False,35.7412915,51.472301
مرکز جراحی فک وصورت ایران,clinic,,clinic,True,False,35.7586446,51.4103584
مطب دکتر مجید حاتمی,doctors,doctor,doctors,True,False,35.7675956,51.411357
آزمایشگاه پاتوبیولوژی شمس,,laboratory,laboratory,True,False,35.7488785,51.4716835
درمانگاه خیریه ولی الله,clinic,clinic,clinic,True,False,35.6739691,51.4435639
یاریگر,clinic,clinic,clinic,True,False,35.74609,51.4056011
مطب محمدرضا سعادت,doctors,doctor,doctors,True,False,35.7023832,51.3135231
کلینیک چشم پزشکی سینوهه,clinic,clinic,clinic,True,False,35.7747821,51.3771325
unnamed,clinic,clinic,clinic,True,False,35.7432773,51.5310422
unnamed,clinic,clinic,clinic,True,False,35.7950376,51.4823437
آزمایشگاه نیلو,,laboratory,laboratory,True,False,35.7405977,51.4103486
کلینیک سلامت,clinic,clinic,clinic,True,False,35.7814577,51.4674309
فرهاد علی همتی,doctors,doctor,doctors,True,False,35.772903,51.4346088
مطب خانم دکتر رزیتا داوری,doctors,,doctors,True,False,35.7216972,51.389098
درمانگاه خیریه امامزاده حسن,clinic,clinic,clinic,True,False,35.6655666,51.3598173
unnamed,doctors,doctor,doctors,True,False,35.8098017,51.4128784
تصویربرداری پزشکی کشور,doctors,doctor,doctors,True,False,35.7015576,51.3776909
درمانگاه خیریه محمدولی فرمانفرمائیان,clinic,clinic,clinic,True,False,35.6446272,51.3070955
درمانگاه خیریه المهدی,clinic,,clinic,True,False,35.7500585,51.451529
مرکز دیابت و بیماریهای متابولیک,clinic,clinic,clinic,True,False,35.7195306,51.3877882
مطب دکتر اصغری,doctors,doctor,doctors,True,False,35.7817361,51.3731683
آزمایشگاه پاتولوژی و ژنتیک کریمی نژاد - نجم آبادی,,laboratory,laboratory,True,False,35.7545488,51.3666761
آزمایشگاه پزشکی ثمره,,laboratory,laboratory,True,False,35.7681173,51.4602444
دکتر محمود ارشد فوق تخصص غدد,doctors,doctor,doctors,True,False,35.7230132,51.3720936
مجتمع پزشکان قائم,clinic,clinic,clinic,True,False,35.6350592,51.4917414
درمانگاه تخصصی مسعودیه,clinic,clinic,clinic,True,False,35.63533,51.4965719
مجتمع خدمات پزشکی,clinic,clinic,clinic,True,False,35.7277734,51.3021797
درمانگاه رازی,clinic,clinic,clinic,True,False,35.6337727,51.4969899
درمانگاه شهرداری منطقه یک,clinic,clinic,clinic,True,False,35.8124656,51.4558123
رادیولوژی تخصصی دهان و فک دکتر ساندرا مهر علی زاده,doctors,doctor,doctors,True,False,35.7409807,51.4636145
لاله,clinic,clinic,clinic,True,False,35.7292646,51.3611484
درمانگاه ستاره,clinic,clinic,clinic,True,False,35.771175,51.3793367
شهید کلانتری,clinic,clinic,clinic,True,False,35.7160025,51.4178664
مرکز جراحی شفا,clinic,clinic,clinic,True,False,35.7222786,51.331675
درمانگاه سحر,clinic,clinic,clinic,True,False,35.7445133,51.3040702
درمانگاه خیریه مکتب الزهرا,clinic,clinic,clinic,True,False,35.6784739,51.4626765
درمانگاه شبانه روزی آودیسیان,clinic,,clinic,True,False,35.7189726,51.4823201
درمانگاه خیریه انصار,clinic,clinic,clinic,True,False,35.6740316,51.4398307
مطب دکتر شهریار یحیوی,doctors,doctor,doctors,True,False,35.7562941,51.3946437
درمانگاه شهرک دانشگاه,clinic,clinic,clinic,True,False,35.7158924,51.2071239
unnamed,doctors,doctor,doctors,True,False,35.7236403,51.423459
دکتر امینی,doctors,doctor,doctors,True,False,35.7589751,51.3961741
مطب دکتر محمد میر,doctors,doctor,doctors,True,False,35.7249921,51.382961
دکتر جهانبین,doctors,doctor,doctors,True,False,35.6681234,51.4530846
مجتمع پرشکی حضرت زهرا(ع),clinic,clinic,clinic,True,False,35.7598027,51.2810414
درمانگاه شبانه‌روزی پارت,clinic,clinic,clinic,True,False,35.7206171,51.3532662
مطب دکتر رضوانی,doctors,doctor,doctors,True,False,35.7413788,51.4100457
درمانگاه امام حسن مجتبی,clinic,clinic,clinic,True,False,35.7132164,51.4585872
درمانگاه آموزش و پرورش منطقه ۸ تهران,clinic,clinic,clinic,True,False,35.7124396,51.4692934
کلینیک تخصصی دندانپزشکی دکتر رامیار,clinic,clinic,clinic,True,False,35.7237962,51.3086091
کلینیک ترک اعتیاد فانوس,clinic,drug_rehabilitation,clinic,True,False,35.7831609,51.3559053
دکترفریده صمدی,doctors,doctor,doctors,True,False,35.7341851,51.4137519
درمانگاه فرهنگیان زینب بختیاری,clinic,clinic,clinic,True,False,35.6511228,51.4868987
درمانگاه شبانه روزی فرجام,clinic,clinic,clinic,True,False,35.7397622,51.4948536
دکتر کیوان خسروی فرد,doctors,doctor,doctors,True,False,35.7355913,51.4880233
درمانگاه شفا,clinic,clinic,clinic,True,False,35.7339323,51.5165364
درمانگاه شبانه روزی اتکا,clinic,clinic,clinic,True,False,35.6250867,51.411495
unnamed,doctors,doctor,doctors,True,False,35.7352843,51.4153207
دکتر علی بهتری متخصص مغز,doctors,doctor,doctors,True,False,35.7408926,51.4104665
رادیولوژی و سونوگرافی نوین پرتو,doctors,doctor,doctors,True,False,35.7957502,51.4478107
سلامت مادران,clinic,clinic,clinic,True,False,35.7806149,51.4620316
مطب حکیم دکتر حسین روازاده,doctors,doctor,doctors,True,False,35.696531,51.3870168
دکتر مصطفی شریفیان,doctors,doctor,doctors,True,False,35.7626177,51.4441129
مطب دکتر مجید صادقی,doctors,doctor,doctors,True,False,35.7817611,51.3732047
مطب دکتر سخاوت‌فر,doctors,doctor,doctors,True,False,35.7817424,51.3732105
مرکز بهداشت صبارو,clinic,clinic,clinic,True,False,35.7685647,51.390941
کلینیک پزشکی و دندانپزشکی غدیر,clinic,clinic,clinic,True,False,35.7960261,51.5216656
کلینیک,clinic,clinic,clinic,True,False,35.665753,51.4477242
مطب دکتر فتحعلی,doctors,doctor,doctors,True,False,35.6681253,51.4499783
مطب دکتر فاطمه اصفهانی,doctors,doctor,doctors,True,False,35.7769375,51.4655714
درمانگاه تخصصی داخلی (خیریه) کاشانی پور,clinic,clinic,clinic,True,False,35.716251,51.4589166
مرکز بهداشت المپیک,clinic,clinic,clinic,True,False,35.7599724,51.2652901
درمانگاه به بخش,clinic,clinic,clinic,True,False,35.7364571,51.5559589
رادیولوژی و سونوگرافی خورشید,doctors,doctor,doctors,True,False,35.7439335,51.5340766
مرکز تصویربرداری پزشکی سینا اطهر,doctors,doctor,doctors,True,False,35.8024319,51.4343093
هفت دریا,clinic,clinic,clinic,True,False,35.7574875,51.4130303
میکرودرم دکتر آزادی فر,doctors,doctor,doctors,True,False,35.6399209,51.487396
آزمایشگاه ثمین,,laboratory,laboratory,True,False,35.7960071,51.4482283
unnamed,doctors,doctor,doctors,True,False,35.7761603,51.4653463
unnamed,,blood_donation,blood_donation,False,True,35.7579342,51.5391741
مرکز تصویربرداری کوثر,clinic,yes,clinic,True,False,35.772387,51.4615341
مجتمع دارویی درمانی هلال ایران,clinic,clinic,clinic,True,False,35.7334259,51.5438503
دکتر طاهره رشیدی,doctors,doctor,doctors,True,False,35.6543346,51.3870533
درمانگاه شبانه روزی پاستور,clinic,clinic,clinic,True,False,35.7090573,51.473605
دکتر سعادتمند,doctors,doctor,doctors,True,False,35.6445514,51.4051108
درمانگاه کوثر,clinic,clinic,clinic,True,False,35.8004565,51.5078239
unnamed,clinic,clinic,clinic,True,False,35.6684099,51.4445991
امین کلینیک,clinic,clinic,clinic,True,False,35.7408344,51.4106089
مطب دکتر پادمهر,doctors,doctor,doctors,True,False,35.7580802,51.4479836
کلینیک شبانه روزی شهرزاد,clinic,,clinic,True,False,35.7365513,51.2939851
لابراتوار تخصصی ارتودنسی حبیبی,,laboratory,laboratory,True,False,35.7203501,51.4394329
کلینیک درمان دردهای عضلانی و مفصلی,clinic,doctor,clinic,True,False,35.7358653,51.3341346
ساختمان پزشکان,clinic,clinic,clinic,True,False,35.6818616,51.4496643
مرکز بهداشت عظیم آباد,clinic,clinic,clinic,True,False,35.6111655,51.4120378
درمانگاه مسجد جامع نارمک,clinic,clinic,clinic,True,False,35.7251424,51.4856502
آزمایشگاه پاتوبیولوژی ۱۷ شهریور,,laboratory,laboratory,True,False,35.6803045,51.4473495
درمانگاه پانزده شعبان,clinic,clinic,clinic,True,False,35.6551221,51.4446172
مرکز بهداشت هفده شهریور,clinic,clinic,clinic,True,False,35.675451,51.4458422
درمانگاه شبانه روزی طب الحسن,clinic,clinic,clinic,True,False,35.6390552,51.4987087
داروخانه,pharmacy,hospital,pharmacy,False,False,35.6388783,51.4987536
کلینیک دامپزشکی رایان,clinic,clinic,clinic,True,False,35.7172004,51.4339799
درمانگاه درمانی مرحوم عبدالوهاب تهرانی,clinic,clinic,clinic,True,False,35.748425,51.5077639
درمانگاه فجر صنعت نفت,clinic,clinic,clinic,True,False,35.717382,51.5027923
مطب دکتر درخشان,doctors,doctor,doctors,True,False,35.7565147,51.4105262
رادیولوژی و سونوگرافی راد,doctors,doctor,doctors,True,False,35.707711,51.3862222
دکتر مسعود شیروانی,doctors,doctor,doctors,True,False,35.7668885,51.3648045
مطب دکتر مجید شهدی,doctors,doctor,doctors,True,False,35.7647673,51.4189563
چشم‌ پزشکی هلال احمر,clinic,clinic,clinic,True,False,35.7347296,51.5456346
کلینیک زیبایی ویولت,clinic,clinic,clinic,True,False,35.7340632,51.3751923
درمانگاه زعفرانیه,clinic,clinic,clinic,True,False,35.809852,51.4088771
کلینیک شبانه روزی یاس ناز,clinic,clinic,clinic,True,False,35.7969511,51.41741
کلینیک ارتوپدی ماهان,clinic,clinic,clinic,True,False,35.7232856,51.4237348
آزمایشگاه تخت طاووس,,laboratory,laboratory,True,False,35.7241381,51.430115
ساختمان پزشکان مهرآفرین,clinic,clinic,clinic,True,False,35.766865,51.4406502
ساختمان پزشکان کیان مهر,clinic,clinic,clinic,True,False,35.7671141,51.441426
گروه پزشکی آریان,clinic,clinic,clinic,True,False,35.7667566,51.3644928
درمانگاه خیریه تخصصی و فوق تخصصی اباعبدالله الحسین علیه السلام,clinic,clinic,clinic,True,False,35.7349127,51.531675
درمانگاه شهدای علی آباد,clinic,clinic,clinic,True,False,35.6245442,51.4231461
حسین الماسیان,doctors,doctor,doctors,True,False,35.7430526,51.4442808
درمانگاه شهدای دخانیات,clinic,clinic,clinic,True,False,35.6733252,51.3870344
طب کار آسا,clinic,clinic,clinic,True,False,35.7155542,51.4074123
مرکز مشاوره ، نوروفیدبک و روان شناسی کرانه خرد,clinic,clinic,clinic,True,False,35.7276929,51.4190408
آزمایشگاه پاتوبیولوژی کیکاووس,,laboratory,laboratory,True,False,35.7792128,51.4446891
مرکز لیزر و زیبایی الیزه,,clinic,clinic,True,False,35.7299853,51.4951879
کلینیک دندانپزشکی درسان,dentist,clinic,dentist,False,False,35.7619149,51.3250871
آزمایشگاه پاتوبیولوژی نور,,laboratory,laboratory,True,False,35.7080574,51.3884066
مرکز تصویر برداری پزشکی نگارازما,,laboratory,laboratory,True,False,35.6895295,51.44804
آزمایشگاه شبانه روزی نارمک,,laboratory,laboratory,True,False,35.7210779,51.4883475
درمانگاه شبانه روزی ایران زمین,clinic,clinic,clinic,True,False,35.7057587,51.3901098
مرکز تصویربرداری پزشکی پارسیان,clinic,diagnostic radiology,clinic,True,False,35.7055667,51.3866146
unnamed,clinic,clinic,clinic,True,False,35.7598036,51.4101106
مرکز جراحی محدود ارم,clinic,clinic,clinic,True,False,35.7541953,51.2603624
درمانگاه پایتخت,clinic,clinic,clinic,True,False,35.7901168,51.4352388
ساختمان پزشکان فتح,clinic,clinic,clinic,True,False,35.7599977,51.3301176
آزمایشگاه دامپزشکی لابرا,,laboratory,laboratory,True,False,35.7095659,51.3724566
مطب طب سنتی,doctors,,doctors,True,False,35.7388203,51.3252228
مطب دکتر آقاجانی,doctors,doctor,doctors,True,False,35.77808,51.33556
